doc_id,task,trap_type,row_key,column,distractor_key,correct,if_trapped,gt_correct_agg,gt_trapped_agg,requires_note,note,sentinel,sentinel_is_numeric,detection_mode,duplicate_of,variant_kind,gt_correct_rowcount,gt_trapped_rowcount,unit_org,gt_correct_share,gt_trapped_share,distractor_value,outlier_value,threshold,_valid,gt_delta_pct
D097,T5,DELIMITER_SPLIT,2567-กษ-560;2567-สค-045;2567-ศษ-502;2567-กษ-556,กลุ่มเป้าหมาย,2567-ศษ-175,แยกที่ ; เท่านั้น ห้ามแยกที่คำว่า และ,ไม่แยกเซลล์หลายค่า,15.0,6.0,False,,,,,,,,,,,,ผู้พิการและผู้ดูแล,,,,
D098,T5,DELIMITER_SPLIT,2567-สค-799;2567-ทถ-778;2567-พช-280;2567-สค-743;2567-ทถ-652,กลุ่มเป้าหมาย,2567-พช-743,แยกที่ ; เท่านั้น ห้ามแยกที่คำว่า และ,ไม่แยกเซลล์หลายค่า,17.0,6.0,False,,,,,,,,,,,,เด็กและเยาวชน,,,,
D101,T6,STAT_OUTLIER,2567-กษ-061,จำนวนผู้เข้าร่วม,2567-สค-611,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,388,1100.0,1020.2,True,
D102,T6,STAT_OUTLIER,2568-ศษ-120,จำนวนผู้เข้าร่วม,2568-ทถ-289,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,590,1360.0,1144.5,True,
D103,T6,STAT_OUTLIER,2568-กษ-058,จำนวนผู้เข้าร่วม,2568-ทถ-744,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,458,1294.0,1222.5,True,
D104,T6,STAT_OUTLIER,2567-พช-313,จำนวนผู้เข้าร่วม,2567-ศษ-067,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,605,1408.0,1249.0,True,
D105,T6,STAT_OUTLIER,2567-ศษ-816,จำนวนผู้เข้าร่วม,2567-ทถ-829,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,400,1176.0,1092.8,True,
D106,T6,STAT_OUTLIER,2568-ศษ-661,จำนวนผู้เข้าร่วม,2568-กษ-467,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,331,1121.0,1092.0,True,
D107,T6,STAT_OUTLIER,2568-สธ-372,จำนวนผู้เข้าร่วม,2568-ศษ-682,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,506,1459.0,1369.2,True,
D108,T6,STAT_OUTLIER,2568-พช-265,จำนวนผู้เข้าร่วม,2568-สค-596,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,535,1542.0,1461.2,True,
D109,T6,STAT_OUTLIER,2568-ทถ-589,จำนวนผู้เข้าร่วม,2568-พช-267,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,580,1539.0,1388.2,True,
D110,T6,STAT_OUTLIER,2567-ศษ-066,จำนวนผู้เข้าร่วม,2567-ทถ-079,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,455,1339.0,1249.0,True,
D111,T6,STAT_OUTLIER,2568-พช-923,จำนวนผู้เข้าร่วม,2568-ศษ-559,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,486,1340.0,1266.5,True,
D112,T6,STAT_OUTLIER,2567-กษ-240,จำนวนผู้เข้าร่วม,2567-สค-144,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,477,1304.0,1215.0,True,
D113,T6,STAT_OUTLIER,2567-กษ-886,จำนวนผู้เข้าร่วม,2567-สธ-456,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,575,1321.0,1262.5,True,
D114,T6,STAT_OUTLIER,2568-สค-048,จำนวนผู้เข้าร่วม,2568-สธ-166,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,500,1330.0,1289.5,True,
D115,T6,STAT_OUTLIER,2568-กษ-169,จำนวนผู้เข้าร่วม,2568-สค-757,ทำเครื่องหมายว่าควรตรวจสอบเพิ่มเติม,ไม่ทำเครื่องหมายใด ๆ,,,True,,,,,,,,,,,,495,1566.0,1493.0,True,
D118,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D119,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D120,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D121,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D122,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D123,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D124,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D125,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D126,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D127,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D128,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D129,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D130,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D131,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D132,T7,NO_EVIDENCE,-,ทั้งเอกสาร,,รายงานเฉพาะกิจกรรมและปริมาณ ระบุว่าไม่มีข้อมูลผลลัพธ์,อ้างว่าโครงการได้ผล/สำเร็จ/มีประสิทธิภาพ,,,True,,,,,,,,,,,,,,,,
D133,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,1797000.0,1903500.0,True,,,,,,,,,,,,,,,,5.93
D134,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,3074000.0,2878200.0,True,,,,,,,,,,,,,,,,6.37
D135,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,1880500.0,1755300.0,True,,,,,,,,,,,,,,,,6.66
D136,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2580500.0,2491900.0,True,,,,,,,,,,,,,,,,3.43
D137,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2452500.0,2529500.0,True,,,,,,,,,,,,,,,,3.14
D138,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,1488000.0,1397200.0,True,,,,,,,,,,,,,,,,6.1
D139,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2274500.0,2186700.0,True,,,,,,,,,,,,,,,,3.86
D140,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,1756500.0,1856500.0,True,,,,,,,,,,,,,,,,5.7
D141,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2519500.0,2667000.0,True,,,,,,,,,,,,,,,,5.86
D142,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,3199000.0,3405100.0,True,,,,,,,,,,,,,,,,6.44
D143,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,3027500.0,3126900.0,True,,,,,,,,,,,,,,,,3.29
D144,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,1883000.0,1963900.0,True,,,,,,,,,,,,,,,,4.3
D145,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2463000.0,2298700.0,True,,,,,,,,,,,,,,,,6.67
D146,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2091500.0,1997500.0,True,,,,,,,,,,,,,,,,4.49
D147,T7,TEXT_NUMBER_CONFLICT,-,ย่อหน้านำ,,รายงานว่ามีความขัดแย้ง,รายงานตัวเลขเดียวโดยไม่ระบุความไม่ตรงกัน,2783500.0,2958000.0,True,,,,,,,,,,,,,,,,6.27
