doc_id,task,row_key,column,field_type,value_correct
D019,T1,2567-สธ-407,งบจัดสรร,เงินบาท,296500
D019,T1,2567-สธ-407,เบิกจ่าย,เงินบาท,268000
D019,T1,2567-สธ-407,จำนวนผู้เข้าร่วม,จำนวนนับ,
D019,T1,2567-สธ-407,กลุ่มเป้าหมาย,รายการ,เจ้าหน้าที่ท้องถิ่น
D019,T1,2567-สธ-407,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D019,T1,2567-สธ-407,หมายเหตุ,ข้อความ,
D019,T1,2567-ทถ-882,รหัสกิจกรรม,ข้อความ,2567-ทถ-882
D019,T1,2567-ทถ-882,ชื่อกิจกรรม,ข้อความ,โครงการตรวจเยี่ยมกลุ่มวิสาหกิจชุมชน
D019,T1,2567-ทถ-882,หน่วยงานรับผิดชอบ,ข้อความ,อบต.บ้านแหลม
D019,T1,2567-ทถ-882,งบจัดสรร,เงินบาท,756000
D019,T1,2567-ทถ-882,เบิกจ่าย,เงินบาท,533000
D019,T1,2567-ทถ-882,จำนวนผู้เข้าร่วม,จำนวนนับ,99
D019,T1,2567-ทถ-882,กลุ่มเป้าหมาย,รายการ,เด็กและเยาวชน
D019,T1,2567-ทถ-882,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D019,T1,2567-ทถ-882,หมายเหตุ,ข้อความ,
D019,T1,2567-พช-659,รหัสกิจกรรม,ข้อความ,2567-พช-659
D019,T1,2567-พช-659,ชื่อกิจกรรม,ข้อความ,โครงการบำรุงรักษาการท่องเที่ยวโดยชุมชน
D019,T1,2567-พช-659,หน่วยงานรับผิดชอบ,ข้อความ,องค์การบริหารส่วนตำบลบ้านแหลม
D019,T1,2567-พช-659,งบจัดสรร,เงินบาท,109000
D019,T1,2567-พช-659,เบิกจ่าย,เงินบาท,64000
D019,T1,2567-พช-659,จำนวนผู้เข้าร่วม,จำนวนนับ,
D019,T1,2567-พช-659,กลุ่มเป้าหมาย,รายการ,ผู้ประกันตนตามมาตรา 40
D019,T1,2567-พช-659,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D019,T1,2567-พช-659,หมายเหตุ,ข้อความ,
D019,T1,2567-ทถ-035,รหัสกิจกรรม,ข้อความ,2567-ทถ-035
D019,T1,2567-ทถ-035,ชื่อกิจกรรม,ข้อความ,โครงการบำรุงรักษาครัวเรือนยากจนเป้าหมาย
D019,T1,2567-ทถ-035,หน่วยงานรับผิดชอบ,ข้อความ,อบต.บ้านแหลม
D019,T1,2567-ทถ-035,งบจัดสรร,เงินบาท,535000
D019,T1,2567-ทถ-035,เบิกจ่าย,เงินบาท,344500
D019,T1,2567-ทถ-035,จำนวนผู้เข้าร่วม,จำนวนนับ,192
D019,T1,2567-ทถ-035,กลุ่มเป้าหมาย,รายการ,กลุ่มวิสาหกิจชุมชน
D019,T1,2567-ทถ-035,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D019,T1,2567-ทถ-035,หมายเหตุ,ข้อความ,
D019,T1,2567-สธ-963,รหัสกิจกรรม,ข้อความ,2567-สธ-963
D019,T1,2567-สธ-963,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดทำแผนการบริหารจัดการขยะมูลฝอย
D019,T1,2567-สธ-963,หน่วยงานรับผิดชอบ,ข้อความ,องค์การบริหารส่วนตำบลบ้านแหลม
D019,T1,2567-สธ-963,งบจัดสรร,เงินบาท,199500
D019,T1,2567-สธ-963,เบิกจ่าย,เงินบาท,116500
D019,T1,2567-สธ-963,จำนวนผู้เข้าร่วม,จำนวนนับ,231
D019,T1,2567-สธ-963,กลุ่มเป้าหมาย,รายการ,ผู้ว่างงาน
D019,T1,2567-สธ-963,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D019,T1,2567-สธ-963,หมายเหตุ,ข้อความ,
D019,T1,2567-กษ-259,รหัสกิจกรรม,ข้อความ,2567-กษ-259
D019,T1,2567-กษ-259,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดทำแผนแผนพัฒนาท้องถิ่นห้าปี
D019,T1,2567-กษ-259,หน่วยงานรับผิดชอบ,ข้อความ,อบต.บ้านแหลม
D019,T1,2567-กษ-259,งบจัดสรร,เงินบาท,346000
D019,T1,2567-กษ-259,เบิกจ่าย,เงินบาท,294500
D019,T1,2567-กษ-259,จำนวนผู้เข้าร่วม,จำนวนนับ,
D019,T1,2567-กษ-259,กลุ่มเป้าหมาย,รายการ,ข้าราชการและเจ้าหน้าที่ของรัฐ
D019,T1,2567-กษ-259,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D019,T1,2567-กษ-259,หมายเหตุ,ข้อความ,
D020,T1,2568-พช-365,รหัสกิจกรรม,ข้อความ,2568-พช-365
D020,T1,2568-พช-365,ชื่อกิจกรรม,ข้อความ,โครงการจัดประชุมระบบประปาหมู่บ้าน
D020,T1,2568-พช-365,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
D020,T1,2568-พช-365,งบจัดสรร,เงินบาท,810000
D020,T1,2568-พช-365,เบิกจ่าย,เงินบาท,779000
D020,T1,2568-พช-365,จำนวนผู้เข้าร่วม,จำนวนนับ,99
D020,T1,2568-พช-365,กลุ่มเป้าหมาย,รายการ,ผู้ป่วยติดเตียงและผู้ดูแลที่บ้าน
D020,T1,2568-พช-365,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D020,T1,2568-พช-365,หมายเหตุ,ข้อความ,
D020,T1,2568-สธ-154,รหัสกิจกรรม,ข้อความ,2568-สธ-154
D020,T1,2568-สธ-154,ชื่อกิจกรรม,ข้อความ,โครงการบำรุงรักษาแผนพัฒนาท้องถิ่นห้าปี
D020,T1,2568-สธ-154,หน่วยงานรับผิดชอบ,ข้อความ,พมจ.ลำปาง
D020,T1,2568-สธ-154,งบจัดสรร,เงินบาท,157000
D020,T1,2568-สธ-154,เบิกจ่าย,เงินบาท,148500
D020,T1,2568-สธ-154,จำนวนผู้เข้าร่วม,จำนวนนับ,109
D020,T1,2568-สธ-154,กลุ่มเป้าหมาย,รายการ,นักเรียนและนักศึกษา
D020,T1,2568-สธ-154,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D020,T1,2568-สธ-154,หมายเหตุ,ข้อความ,
D020,T1,2568-ทถ-706,รหัสกิจกรรม,ข้อความ,2568-ทถ-706
D020,T1,2568-ทถ-706,ชื่อกิจกรรม,ข้อความ,กิจกรรมประชาสัมพันธ์การท่องเที่ยวโดยชุมชน
D020,T1,2568-ทถ-706,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
D020,T1,2568-ทถ-706,งบจัดสรร,เงินบาท,477000
D020,T1,2568-ทถ-706,เบิกจ่าย,เงินบาท,441000
D020,T1,2568-ทถ-706,จำนวนผู้เข้าร่วม,จำนวนนับ,
D020,T1,2568-ทถ-706,กลุ่มเป้าหมาย,รายการ,เจ้าหน้าที่ท้องถิ่น
D020,T1,2568-ทถ-706,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D020,T1,2568-ทถ-706,หมายเหตุ,ข้อความ,
D020,T1,2568-กษ-770,รหัสกิจกรรม,ข้อความ,2568-กษ-770
D020,T1,2568-กษ-770,ชื่อกิจกรรม,ข้อความ,โครงการสำรวจข้อมูลการบริหารจัดการขยะมูลฝอย
D020,T1,2568-กษ-770,หน่วยงานรับผิดชอบ,ข้อความ,พมจ.ลำปาง
D020,T1,2568-กษ-770,งบจัดสรร,เงินบาท,331000
D020,T1,2568-กษ-770,เบิกจ่าย,เงินบาท,187000
D020,T1,2568-กษ-770,จำนวนผู้เข้าร่วม,จำนวนนับ,
D020,T1,2568-กษ-770,กลุ่มเป้าหมาย,รายการ,กลุ่มวิสาหกิจชุมชน
D020,T1,2568-กษ-770,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D020,T1,2568-กษ-770,หมายเหตุ,ข้อความ,
D020,T1,2568-ศษ-382,รหัสกิจกรรม,ข้อความ,2568-ศษ-382
D020,T1,2568-ศษ-382,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดประชุมเศรษฐกิจฐานราก
D020,T1,2568-ศษ-382,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดลำปาง
D020,T1,2568-ศษ-382,งบจัดสรร,เงินบาท,711000
D020,T1,2568-ศษ-382,เบิกจ่าย,เงินบาท,499500
D020,T1,2568-ศษ-382,จำนวนผู้เข้าร่วม,จำนวนนับ,
D020,T1,2568-ศษ-382,กลุ่มเป้าหมาย,รายการ,ผู้สูงอายุ
D020,T1,2568-ศษ-382,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D020,T1,2568-ศษ-382,หมายเหตุ,ข้อความ,
D020,T1,2568-ทถ-049,รหัสกิจกรรม,ข้อความ,2568-ทถ-049
D020,T1,2568-ทถ-049,ชื่อกิจกรรม,ข้อความ,กิจกรรมสำรวจข้อมูลเศรษฐกิจฐานราก
D020,T1,2568-ทถ-049,หน่วยงานรับผิดชอบ,ข้อความ,พมจ.ลำปาง
D020,T1,2568-ทถ-049,งบจัดสรร,เงินบาท,282000
D020,T1,2568-ทถ-049,เบิกจ่าย,เงินบาท,178500
D020,T1,2568-ทถ-049,จำนวนผู้เข้าร่วม,จำนวนนับ,137
D020,T1,2568-ทถ-049,กลุ่มเป้าหมาย,รายการ,เจ้าหน้าที่ท้องถิ่น
D020,T1,2568-ทถ-049,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D020,T1,2568-ทถ-049,หมายเหตุ,ข้อความ,
D021,T1,2568-กษ-625,รหัสกิจกรรม,ข้อความ,2568-กษ-625
D021,T1,2568-กษ-625,ชื่อกิจกรรม,ข้อความ,โครงการบำรุงรักษาครัวเรือนยากจนเป้าหมาย
D021,T1,2568-กษ-625,หน่วยงานรับผิดชอบ,ข้อความ,สสจ.ตราด
D021,T1,2568-กษ-625,งบจัดสรร,เงินบาท,508000
D021,T1,2568-กษ-625,เบิกจ่าย,เงินบาท,455500
D021,T1,2568-กษ-625,จำนวนผู้เข้าร่วม,จำนวนนับ,
D021,T1,2568-กษ-625,กลุ่มเป้าหมาย,รายการ,ผู้ป่วยติดเตียงและผู้ดูแลที่บ้าน
D021,T1,2568-กษ-625,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-กษ-625,หมายเหตุ,ข้อความ,
D021,T1,2568-ทถ-687,รหัสกิจกรรม,ข้อความ,2568-ทถ-687
D021,T1,2568-ทถ-687,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดเก็บข้อมูลคุณภาพชีวิตผู้สูงอายุ
D021,T1,2568-ทถ-687,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานสาธารณสุขจังหวัดตราด
D021,T1,2568-ทถ-687,งบจัดสรร,เงินบาท,181000
D021,T1,2568-ทถ-687,เบิกจ่าย,เงินบาท,159500
D021,T1,2568-ทถ-687,จำนวนผู้เข้าร่วม,จำนวนนับ,99
D021,T1,2568-ทถ-687,กลุ่มเป้าหมาย,รายการ,แรงงานนอกระบบ
D021,T1,2568-ทถ-687,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-ทถ-687,หมายเหตุ,ข้อความ,
D021,T1,2568-ทถ-502,รหัสกิจกรรม,ข้อความ,2568-ทถ-502
D021,T1,2568-ทถ-502,ชื่อกิจกรรม,ข้อความ,กิจกรรมอบรมเชิงปฏิบัติการอาสาสมัครสาธารณสุขประจำหมู่บ้าน
D021,T1,2568-ทถ-502,หน่วยงานรับผิดชอบ,ข้อความ,สสจ.ตราด
D021,T1,2568-ทถ-502,งบจัดสรร,เงินบาท,218000
D021,T1,2568-ทถ-502,เบิกจ่าย,เงินบาท,208000
D021,T1,2568-ทถ-502,จำนวนผู้เข้าร่วม,จำนวนนับ,
D021,T1,2568-ทถ-502,กลุ่มเป้าหมาย,รายการ,ครัวเรือนยากจน
D021,T1,2568-ทถ-502,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-ทถ-502,หมายเหตุ,ข้อความ,
D021,T1,2568-กษ-331,รหัสกิจกรรม,ข้อความ,2568-กษ-331
D021,T1,2568-กษ-331,ชื่อกิจกรรม,ข้อความ,โครงการจัดเก็บข้อมูลการจัดการน้ำเสียชุมชน
D021,T1,2568-กษ-331,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานสาธารณสุขจังหวัดตราด
D021,T1,2568-กษ-331,งบจัดสรร,เงินบาท,498000
D021,T1,2568-กษ-331,เบิกจ่าย,เงินบาท,314000
D021,T1,2568-กษ-331,จำนวนผู้เข้าร่วม,จำนวนนับ,187
D021,T1,2568-กษ-331,กลุ่มเป้าหมาย,รายการ,ผู้ประกันตนตามมาตรา 40
D021,T1,2568-กษ-331,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-กษ-331,หมายเหตุ,ข้อความ,
D021,T1,2568-กษ-787,รหัสกิจกรรม,ข้อความ,2568-กษ-787
D021,T1,2568-กษ-787,ชื่อกิจกรรม,ข้อความ,กิจกรรมอบรมเชิงปฏิบัติการคุณภาพชีวิตผู้สูงอายุ
D021,T1,2568-กษ-787,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานสาธารณสุขจังหวัดตราด
D021,T1,2568-กษ-787,งบจัดสรร,เงินบาท,250500
D021,T1,2568-กษ-787,เบิกจ่าย,เงินบาท,232500
D021,T1,2568-กษ-787,จำนวนผู้เข้าร่วม,จำนวนนับ,33
D021,T1,2568-กษ-787,กลุ่มเป้าหมาย,รายการ,ผู้ค้าในตลาดสด
D021,T1,2568-กษ-787,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-กษ-787,หมายเหตุ,ข้อความ,
D021,T1,2568-สธ-935,รหัสกิจกรรม,ข้อความ,2568-สธ-935
D021,T1,2568-สธ-935,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดทำแผนการบริหารจัดการขยะมูลฝอย
D021,T1,2568-สธ-935,หน่วยงานรับผิดชอบ,ข้อความ,สสจ.ตราด
D021,T1,2568-สธ-935,งบจัดสรร,เงินบาท,30500
D021,T1,2568-สธ-935,เบิกจ่าย,เงินบาท,28500
D021,T1,2568-สธ-935,จำนวนผู้เข้าร่วม,จำนวนนับ,140
D021,T1,2568-สธ-935,กลุ่มเป้าหมาย,รายการ,ผู้ประสบภัยพิบัติ
D021,T1,2568-สธ-935,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-สธ-935,หมายเหตุ,ข้อความ,
D021,T1,2568-พช-241,รหัสกิจกรรม,ข้อความ,2568-พช-241
D021,T1,2568-พช-241,ชื่อกิจกรรม,ข้อความ,โครงการสำรวจข้อมูลกองทุนสวัสดิการชุมชน
D021,T1,2568-พช-241,หน่วยงานรับผิดชอบ,ข้อความ,สำนักงานสาธารณสุขจังหวัดตราด
D021,T1,2568-พช-241,งบจัดสรร,เงินบาท,570500
D021,T1,2568-พช-241,เบิกจ่าย,เงินบาท,543000
D021,T1,2568-พช-241,จำนวนผู้เข้าร่วม,จำนวนนับ,
D021,T1,2568-พช-241,กลุ่มเป้าหมาย,รายการ,นักท่องเที่ยว
D021,T1,2568-พช-241,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D021,T1,2568-พช-241,หมายเหตุ,ข้อความ,
D022,T1,2567-ทถ-649,รหัสกิจกรรม,ข้อความ,2567-ทถ-649
D022,T1,2567-ทถ-649,ชื่อกิจกรรม,ข้อความ,กิจกรรมประชาสัมพันธ์กองทุนสวัสดิการชุมชน
D022,T1,2567-ทถ-649,หน่วยงานรับผิดชอบ,ข้อความ,ทต.แม่ริม
D022,T1,2567-ทถ-649,งบจัดสรร,เงินบาท,574500
D022,T1,2567-ทถ-649,เบิกจ่าย,เงินบาท,382000
D022,T1,2567-ทถ-649,จำนวนผู้เข้าร่วม,จำนวนนับ,
D022,T1,2567-ทถ-649,กลุ่มเป้าหมาย,รายการ,นักเรียนและนักศึกษา
D022,T1,2567-ทถ-649,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D022,T1,2567-ทถ-649,หมายเหตุ,ข้อความ,
D022,T1,2567-สธ-009,รหัสกิจกรรม,ข้อความ,2567-สธ-009
D022,T1,2567-สธ-009,ชื่อกิจกรรม,ข้อความ,กิจกรรมสำรวจข้อมูลแผนพัฒนาท้องถิ่นห้าปี
D022,T1,2567-สธ-009,หน่วยงานรับผิดชอบ,ข้อความ,ทต.แม่ริม
D022,T1,2567-สธ-009,งบจัดสรร,เงินบาท,824000
D022,T1,2567-สธ-009,เบิกจ่าย,เงินบาท,675500
D022,T1,2567-สธ-009,จำนวนผู้เข้าร่วม,จำนวนนับ,
D022,T1,2567-สธ-009,กลุ่มเป้าหมาย,รายการ,เกษตรกรและผู้ประกอบการรายย่อย
D022,T1,2567-สธ-009,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D022,T1,2567-สธ-009,หมายเหตุ,ข้อความ,
D022,T1,2567-ทถ-239,รหัสกิจกรรม,ข้อความ,2567-ทถ-239
D022,T1,2567-ทถ-239,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดเก็บข้อมูลการท่องเที่ยวโดยชุมชน
D022,T1,2567-ทถ-239,หน่วยงานรับผิดชอบ,ข้อความ,ทต.แม่ริม
D022,T1,2567-ทถ-239,งบจัดสรร,เงินบาท,524000
D022,T1,2567-ทถ-239,เบิกจ่าย,เงินบาท,519000
D022,T1,2567-ทถ-239,จำนวนผู้เข้าร่วม,จำนวนนับ,99
D022,T1,2567-ทถ-239,กลุ่มเป้าหมาย,รายการ,ผู้ประสบภัยพิบัติ
D022,T1,2567-ทถ-239,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D022,T1,2567-ทถ-239,หมายเหตุ,ข้อความ,
D022,T1,2567-ศษ-725,รหัสกิจกรรม,ข้อความ,2567-ศษ-725
D022,T1,2567-ศษ-725,ชื่อกิจกรรม,ข้อความ,โครงการสำรวจข้อมูลการเกษตรปลอดภัย
D022,T1,2567-ศษ-725,หน่วยงานรับผิดชอบ,ข้อความ,ทต.แม่ริม
D022,T1,2567-ศษ-725,งบจัดสรร,เงินบาท,617000
D022,T1,2567-ศษ-725,เบิกจ่าย,เงินบาท,451000
D022,T1,2567-ศษ-725,จำนวนผู้เข้าร่วม,จำนวนนับ,130
D022,T1,2567-ศษ-725,กลุ่มเป้าหมาย,รายการ,ผู้ประกอบการร้านอาหาร
D022,T1,2567-ศษ-725,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D022,T1,2567-ศษ-725,หมายเหตุ,ข้อความ,
D022,T1,2567-ทถ-555,รหัสกิจกรรม,ข้อความ,2567-ทถ-555
D022,T1,2567-ทถ-555,ชื่อกิจกรรม,ข้อความ,กิจกรรมตรวจเยี่ยมครัวเรือนยากจนเป้าหมาย
D022,T1,2567-ทถ-555,หน่วยงานรับผิดชอบ,ข้อความ,เทศบาลตำบลแม่ริม
D022,T1,2567-ทถ-555,งบจัดสรร,เงินบาท,505000
D022,T1,2567-ทถ-555,เบิกจ่าย,เงินบาท,445500
D022,T1,2567-ทถ-555,จำนวนผู้เข้าร่วม,จำนวนนับ,
D022,T1,2567-ทถ-555,กลุ่มเป้าหมาย,รายการ,ผู้สูงอายุ
D022,T1,2567-ทถ-555,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D022,T1,2567-ทถ-555,หมายเหตุ,ข้อความ,
D022,T1,2567-สธ-374,รหัสกิจกรรม,ข้อความ,2567-สธ-374
D022,T1,2567-สธ-374,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดทำแผนการจัดการน้ำเสียชุมชน
D022,T1,2567-สธ-374,หน่วยงานรับผิดชอบ,ข้อความ,ทต.แม่ริม
D022,T1,2567-สธ-374,งบจัดสรร,เงินบาท,427500
D022,T1,2567-สธ-374,เบิกจ่าย,เงินบาท,320000
D022,T1,2567-สธ-374,จำนวนผู้เข้าร่วม,จำนวนนับ,
D022,T1,2567-สธ-374,กลุ่มเป้าหมาย,รายการ,ผู้ต้องขัง
D022,T1,2567-สธ-374,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D022,T1,2567-สธ-374,หมายเหตุ,ข้อความ,
D023,T1,2568-ทถ-416,รหัสกิจกรรม,ข้อความ,2568-ทถ-416
D023,T1,2568-ทถ-416,ชื่อกิจกรรม,ข้อความ,โครงการบำรุงรักษากองทุนสวัสดิการชุมชน
D023,T1,2568-ทถ-416,หน่วยงานรับผิดชอบ,ข้อความ,องค์การบริหารส่วนตำบลหนองปลาไหล
D023,T1,2568-ทถ-416,งบจัดสรร,เงินบาท,430500
D023,T1,2568-ทถ-416,เบิกจ่าย,เงินบาท,383000
D023,T1,2568-ทถ-416,จำนวนผู้เข้าร่วม,จำนวนนับ,99
D023,T1,2568-ทถ-416,กลุ่มเป้าหมาย,รายการ,ผู้นำชุมชนและปราชญ์ชาวบ้าน
D023,T1,2568-ทถ-416,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-ทถ-416,หมายเหตุ,ข้อความ,
D023,T1,2568-กษ-017,รหัสกิจกรรม,ข้อความ,2568-กษ-017
D023,T1,2568-กษ-017,ชื่อกิจกรรม,ข้อความ,โครงการจัดทำแผนการป้องกันโรคไข้เลือดออก
D023,T1,2568-กษ-017,หน่วยงานรับผิดชอบ,ข้อความ,องค์การบริหารส่วนตำบลหนองปลาไหล
D023,T1,2568-กษ-017,งบจัดสรร,เงินบาท,761500
D023,T1,2568-กษ-017,เบิกจ่าย,เงินบาท,669000
D023,T1,2568-กษ-017,จำนวนผู้เข้าร่วม,จำนวนนับ,110
D023,T1,2568-กษ-017,กลุ่มเป้าหมาย,รายการ,ผู้ประกอบการร้านอาหาร
D023,T1,2568-กษ-017,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-กษ-017,หมายเหตุ,ข้อความ,
D023,T1,2568-กษ-097,รหัสกิจกรรม,ข้อความ,2568-กษ-097
D023,T1,2568-กษ-097,ชื่อกิจกรรม,ข้อความ,โครงการจัดประชุมการบริหารจัดการขยะมูลฝอย
D023,T1,2568-กษ-097,หน่วยงานรับผิดชอบ,ข้อความ,อบต.หนองปลาไหล
D023,T1,2568-กษ-097,งบจัดสรร,เงินบาท,672500
D023,T1,2568-กษ-097,เบิกจ่าย,เงินบาท,412000
D023,T1,2568-กษ-097,จำนวนผู้เข้าร่วม,จำนวนนับ,115
D023,T1,2568-กษ-097,กลุ่มเป้าหมาย,รายการ,แรงงานนอกระบบ
D023,T1,2568-กษ-097,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-กษ-097,หมายเหตุ,ข้อความ,
D023,T1,2568-กษ-081,รหัสกิจกรรม,ข้อความ,2568-กษ-081
D023,T1,2568-กษ-081,ชื่อกิจกรรม,ข้อความ,กิจกรรมสำรวจข้อมูลคุณภาพชีวิตผู้สูงอายุ
D023,T1,2568-กษ-081,หน่วยงานรับผิดชอบ,ข้อความ,อบต.หนองปลาไหล
D023,T1,2568-กษ-081,งบจัดสรร,เงินบาท,654500
D023,T1,2568-กษ-081,เบิกจ่าย,เงินบาท,590000
D023,T1,2568-กษ-081,จำนวนผู้เข้าร่วม,จำนวนนับ,
D023,T1,2568-กษ-081,กลุ่มเป้าหมาย,รายการ,เกษตรกรและผู้ประกอบการรายย่อย
D023,T1,2568-กษ-081,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-กษ-081,หมายเหตุ,ข้อความ,
D023,T1,2568-สธ-829,รหัสกิจกรรม,ข้อความ,2568-สธ-829
D023,T1,2568-สธ-829,ชื่อกิจกรรม,ข้อความ,กิจกรรมบำรุงรักษาการบริหารจัดการขยะมูลฝอย
D023,T1,2568-สธ-829,หน่วยงานรับผิดชอบ,ข้อความ,อบต.หนองปลาไหล
D023,T1,2568-สธ-829,งบจัดสรร,เงินบาท,223000
D023,T1,2568-สธ-829,เบิกจ่าย,เงินบาท,181000
D023,T1,2568-สธ-829,จำนวนผู้เข้าร่วม,จำนวนนับ,
D023,T1,2568-สธ-829,กลุ่มเป้าหมาย,รายการ,ผู้ต้องขัง
D023,T1,2568-สธ-829,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-สธ-829,หมายเหตุ,ข้อความ,
D023,T1,2568-พช-012,รหัสกิจกรรม,ข้อความ,2568-พช-012
D023,T1,2568-พช-012,ชื่อกิจกรรม,ข้อความ,กิจกรรมจัดประชุมระบบประปาหมู่บ้าน
D023,T1,2568-พช-012,หน่วยงานรับผิดชอบ,ข้อความ,อบต.หนองปลาไหล
D023,T1,2568-พช-012,งบจัดสรร,เงินบาท,346000
D023,T1,2568-พช-012,เบิกจ่าย,เงินบาท,284000
D023,T1,2568-พช-012,จำนวนผู้เข้าร่วม,จำนวนนับ,
D023,T1,2568-พช-012,กลุ่มเป้าหมาย,รายการ,ผู้สูงอายุ
D023,T1,2568-พช-012,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-พช-012,หมายเหตุ,ข้อความ,
D023,T1,2568-กษ-692,รหัสกิจกรรม,ข้อความ,2568-กษ-692
D023,T1,2568-กษ-692,ชื่อกิจกรรม,ข้อความ,โครงการประชาสัมพันธ์คุณภาพชีวิตผู้สูงอายุ
D023,T1,2568-กษ-692,หน่วยงานรับผิดชอบ,ข้อความ,องค์การบริหารส่วนตำบลหนองปลาไหล
D023,T1,2568-กษ-692,งบจัดสรร,เงินบาท,785500
D023,T1,2568-กษ-692,เบิกจ่าย,เงินบาท,770500
D023,T1,2568-กษ-692,จำนวนผู้เข้าร่วม,จำนวนนับ,
D023,T1,2568-กษ-692,กลุ่มเป้าหมาย,รายการ,เกษตรกรและผู้ประกอบการรายย่อย
D023,T1,2568-กษ-692,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D023,T1,2568-กษ-692,หมายเหตุ,ข้อความ,
D024,T1,2567-พช-497,รหัสกิจกรรม,ข้อความ,2567-พช-497
D024,T1,2567-พช-497,ชื่อกิจกรรม,ข้อความ,กิจกรรมอบรมเชิงปฏิบัติการศูนย์พัฒนาเด็กเล็ก
D024,T1,2567-พช-497,หน่วยงานรับผิดชอบ,ข้อความ,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองสี่
D024,T1,2567-พช-497,งบจัดสรร,เงินบาท,743000
D024,T1,2567-พช-497,เบิกจ่าย,เงินบาท,520000
D024,T1,2567-พช-497,จำนวนผู้เข้าร่วม,จำนวนนับ,
D024,T1,2567-พช-497,กลุ่มเป้าหมาย,รายการ,เด็กและเยาวชน
D024,T1,2567-พช-497,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
D024,T1,2567-พช-497,หมายเหตุ,ข้อความ,
D024,T1,2567-พช-356,รหัสกิจกรรม,ข้อความ,2567-พช-356
D024,T1,2567-พช-356,ชื่อกิจกรรม,ข้อความ,โครงการจัดเก็บข้อมูลเศรษฐกิจฐานราก
D024,T1,2567-พช-356,หน่วยงานรับผิดชอบ,ข้อความ,โรงพยาบาลส่งเสริมสุขภาพตำบลคลองสี่
D024,T1,2567-พช-356,งบจัดสรร,เงินบาท,354500
D024,T1,2567-พช-356,เบิกจ่าย,เงินบาท,312000
D024,T1,2567-พช-356,จำนวนผู้เข้าร่วม,จำนวนนับ,99
D024,T1,2567-พช-356,กลุ่มเป้าหมาย,รายการ,แรงงานนอกระบบ
D024,T1,2567-พช-356,สถานะ,ข้อความ,ดำเนินการแล้วเสร็จ
