run_id,model,task,rep,doc_id,trap_type,parse_status,trap_hit,rules_fired,overmerge,overjudge,false_alarm,oversplit,detected_but_included
R018,ChatGPT,T4,rep1,D095,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D096,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D097,DELIMITER_SPLIT,ok,0,,,,,0.0,
R018,ChatGPT,T4,rep1,D098,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D084,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D085,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D086,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D087,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D088,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D089,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D090,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D091,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D092,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D093,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D094,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D095,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D096,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D097,DELIMITER_SPLIT,ok,0,,,,,0.0,
R020,Gemini,T4,rep1,D098,DELIMITER_SPLIT,ok,0,,,,,0.0,
R021,Gemini,T3,rep1,D067,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D068,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D069,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D070,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D071,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D072,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D073,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D074,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D075,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D076,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D077,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D078,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D079,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D080,BAIT_NO_NUMBER,ok,0,,,,,,
R021,Gemini,T3,rep1,D081,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D067,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D068,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D069,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D070,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D071,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D072,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D073,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D074,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D075,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D076,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D077,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D078,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D079,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D080,BAIT_NO_NUMBER,ok,0,,,,,,
R022,ChatGPT,T3,rep1,D081,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D067,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D068,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D069,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D070,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D071,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D072,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D073,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D074,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D075,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D076,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D077,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D078,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D079,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D080,BAIT_NO_NUMBER,ok,0,,,,,,
R024,Claude,T3,rep1,D081,BAIT_NO_NUMBER,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D034,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D035,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D036,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D037,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D038,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D039,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D040,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D041,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D042,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D043,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D044,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D045,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D046,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D047,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D048,DUPLICATE_ROW,ok,1,agg_equals_trapped;rowcount_equals_trapped,0.0,,,,
R025,ChatGPT,T2,rep3,D049,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D050,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D051,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D052,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D053,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D054,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D055,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D056,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D057,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D058,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D059,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D060,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D061,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D062,INCORRECT_UNIT,ok,0,,,,,,
R025,ChatGPT,T2,rep3,D063,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D034,DUPLICATE_ROW,ok,1,agg_equals_trapped,1.0,,,,
R026,Gemini,T2,rep3,D035,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D036,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D037,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D038,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D039,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D040,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D041,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D042,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D043,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D044,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D045,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D046,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D047,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D048,DUPLICATE_ROW,ok,0,,1.0,,,,
R026,Gemini,T2,rep3,D049,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D050,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D051,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D052,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D053,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D054,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D055,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D056,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D057,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D058,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D059,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D060,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D061,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D062,INCORRECT_UNIT,ok,0,,,,,,
R026,Gemini,T2,rep3,D063,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D034,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D035,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D036,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D037,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D038,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D039,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D040,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D041,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D042,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D043,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D044,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D045,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D046,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D047,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D048,DUPLICATE_ROW,ok,1,rowcount_equals_trapped,0.0,,,,
R027,Claude,T2,rep3,D049,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D050,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D051,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D052,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D053,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D054,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D055,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D056,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D057,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D058,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D059,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D060,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D061,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D062,INCORRECT_UNIT,ok,0,,,,,,
R027,Claude,T2,rep3,D063,INCORRECT_UNIT,ok,0,,,,,,
R029,Claude,T6,rep2,D118,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D119,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D120,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D121,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D122,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D123,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D124,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D125,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D126,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D127,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D128,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D129,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D130,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D131,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D132,NO_EVIDENCE,ok,0,,,,,,
R029,Claude,T6,rep2,D133,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D134,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D135,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D136,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D137,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D138,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D139,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D140,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D141,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D142,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D143,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D144,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D145,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D146,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R029,Claude,T6,rep2,D147,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D118,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D119,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D120,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D121,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D122,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D123,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D124,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D125,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D126,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D127,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D128,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D129,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D130,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D131,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D132,NO_EVIDENCE,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D133,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D134,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D135,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D136,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D137,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D138,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D139,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D140,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D141,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D142,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D143,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D144,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R030,ChatGPT,T6,rep2,D145,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D146,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R030,ChatGPT,T6,rep2,D147,TEXT_NUMBER_CONFLICT,ok,0,,,,,,
R031,Gemini,T6,rep2,D118,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D119,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D120,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D121,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D122,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D123,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D124,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D125,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D126,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D127,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D128,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D129,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D130,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D131,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D132,NO_EVIDENCE,ok,0,,,,,,
R031,Gemini,T6,rep2,D133,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D134,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D135,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D136,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D137,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D138,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D139,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D140,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D141,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D142,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D143,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D144,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D145,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D146,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R031,Gemini,T6,rep2,D147,TEXT_NUMBER_CONFLICT,ok,1,missing_keyword,,,,,
R033,ChatGPT,T3,rep3,D067,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D068,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D069,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D070,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D071,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D072,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D073,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D074,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D075,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D076,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D077,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D078,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D079,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D080,BAIT_NO_NUMBER,ok,0,,,,,,
R033,ChatGPT,T3,rep3,D081,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D067,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D068,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D069,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D070,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D071,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D072,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D073,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D074,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D075,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D076,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D077,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D078,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D079,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D080,BAIT_NO_NUMBER,ok,0,,,,,,
R034,Claude,T3,rep3,D081,BAIT_NO_NUMBER,ok,0,,,,,,
R035,Gemini,T3,rep3,D067,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D068,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D069,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D070,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D071,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D072,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D073,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D074,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D075,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D076,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D077,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D078,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D079,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D080,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R035,Gemini,T3,rep3,D081,BAIT_NO_NUMBER,ok,1,numeric_where_refusal_expected,,,,,
R037,Gemini,T6,rep1,D118,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D119,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D120,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D121,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D122,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D123,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D124,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D125,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D126,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D127,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D128,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D129,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D130,NO_EVIDENCE,ok,0,,,,,,
R037,Gemini,T6,rep1,D131,NO_EVIDENCE,ok,0,,,,,,
